;faa;name;lat;lon;alt;tz;dst;tzone
1310;TKF;Truckee-Tahoe Airport;39,3200422;-120,1395628;5900;-8;A;America/Los_Angeles
1311;TKI;Collin County Regional Airport at Mc Kinney;33,1779444;-96,5905278;585;-6;A;America/Chicago
1312;TLA;Teller Airport;65,240278;-166,339444;294;-9;A;America/Anchorage
1313;TLH;Tallahassee Rgnl;30,396528;-84,350333;81;-5;A;America/New_York
1314;TLJ;Tatalina Lrrs;62,894369;-155,976525;964;-9;A;America/Anchorage
1315;TLT;Tuluksak Airport;61,096944;-160,969444;30;-9;A;America/Anchorage
1316;TMA;Henry Tift Myers Airport;31,4289814;-83,488545;355;-5;A;America/New_York
1317;TMB;Kendall Tamiami Executive;25,647889;-80,432777;8;-5;A;America/New_York
1318;TNC;Tin City LRRS Airport;65,563056;-167,921667;269;-9;A;America/Anchorage
1319;TNK;Tununak Airport;60,575556;-165,271667;14;-9;A;America/Anchorage
1320;TNT;Dade Collier Training And Transition;25,861806;-80,897;13;-5;A;America/New_York
1321;TNX;Tonopah Test Range;37,798836;-116,78075;5549;-8;A;America/Los_Angeles
1322;TOA;Zamperini Field Airport;33,803392;-118,339611;101;-8;A;America/Los_Angeles
1323;TOC;Toccoa RG Letourneau Field Airport;34,5928117;-83,2963717;996;-5;A;America/New_York
1324;TOG;Togiak Airport;59,0528;-160,397;21;-9;A;America/Anchorage
1325;TOL;Toledo;41,586806;-83,807833;684;-5;A;America/New_York
1326;TOP;Philip Billard Muni;39,068657;-95,622482;881;-6;A;America/Chicago
1327;TPA;Tampa Intl;27,975472;-82,53325;26;-5;A;America/New_York
1328;TPL;Draughon Miller Central Texas Rgnl;31,1525;-97,407778;682;-6;A;America/Chicago
1329;TRI;Tri-Cities Regional Airport;36,4752222;-82,4074167;1519;-5;A;America/New_York
1330;TRM;Jacqueline Cochran Regional Airport;33,626666;-116,1596667;0;-8;A;America/Los_Angeles
1331;TSS;East 34th Street Heliport;40,7425;-73,971944;10;-5;A;America/New_York
1332;TTD;Portland Troutdale;45,54937;-122,401253;39;-8;A;America/Los_Angeles
1333;TTN;Trenton Mercer;40,276692;-74,813469;213;-5;A;America/New_York
1334;TUL;Tulsa Intl;36,198389;-95,888111;677;-6;A;America/Chicago
1335;TUP;Tupelo Regional Airport;34,2681;-88,7699;346;-6;A;America/Chicago
1336;TUS;Tucson Intl;32,116083;-110,941028;2643;-7;N;America/Phoenix
1337;TVC;Cherry Capital Airport;44,741445;-85,582235;624;-5;A;America/New_York
1338;TVF;Thief River Falls;48,065556;-96,185;1116;-6;A;America/Chicago
1339;TVI;Thomasville Regional Airport;30,9017921;-83,8811285;264;-5;A;America/New_York
1340;TVL;Lake Tahoe Airport;38,893889;-119,995278;8544;-8;A;America/Los_Angeles
1341;TWA;Twin Hills Airport;59,074444;-160,275;82;-9;A;America/Anchorage
1342;TWD;Jefferson County Intl;48,0314;-122,4838;108;-8;A;America/Los_Angeles
1343;TWF;Magic Valley Regional Airport;42,481803;-114,487733;4151;-7;A;America/Denver
1344;TXK;Texarkana Rgnl Webb Fld;33,453722;-93,991028;390;-6;A;America/Chicago
1345;TYE;Tyonek Airport;61,076667;-151,138056;110;-9;A;America/Anchorage
1346;TYR;Tyler Pounds Rgnl;32,354139;-95,402386;544;-6;A;America/Chicago
1347;TYS;Mc Ghee Tyson;35,810972;-83,994028;981;-5;A;America/New_York
1348;TZR;Bolton Field;39,901111;-83,136944;905;-5;A;America/New_York
1349;U76;Mountain Home Municipal Airport;43,1316111;-115,7305671;3167;-7;A;America/Denver
1350;UCA;Union Station;43,104167;-75,223333;456;-5;A;America/New_York
1351;UDD;Bermuda Dunes Airport;33,7484375;-116,2748133;73;-8;A;America/Los_Angeles
1352;UDG;Darlington County Jetport;34,4493845;-79,8900608;192;-5;A;America/New_York
1353;UES;Waukesha County Airport;43,0410278;-88,2370556;911;-6;A;America/Chicago
1354;UGN;Waukegan Rgnl;42,422161;-87,867908;727;-6;A;America/Chicago
1355;UIN;Quincy Regional Baldwin Field;39,9427;-91,1946;769;-6;A;America/Chicago
1356;UMP;Indianapolis Metropolitan Airport;39,935278;-86,045;811;-5;A;America/New_York
1357;UNK;Unalakleet Airport;63,888333;-160,798889;21;-9;A;America/Anchorage
1358;UPP;Upolu;20,265256;-155,859989;96;-10;A;Pacific/Honolulu
1359;UST;St. Augustine Airport;29,959167;-81,339722;10;-5;A;America/New_York
1360;UT3;Hite Airport;37,8916547;-110,3840289;3840;-7;A;America/Denver
1361;UTM;Tunica Municipal Airport;34,681;-90,3467;194;-6;A;America/Chicago
1362;UTO;Indian Mountain Lrrs;65,992794;-153,704289;1220;-9;A;America/Anchorage
1363;UUK;Ugnu-Kuparuk Airport;70,330833;-149,5975;67;-9;A;America/Anchorage
1364;UUU;Newport State;41,533056;-71,282222;172;-5;A;America/New_York
1365;UVA;Garner Field;29,215429;-99,748962;942;-6;A;America/Chicago
1366;VAD;Moody Afb;30,967833;-83,193;233;-5;A;America/New_York
1367;VAK;Chevak Airport;61,5338;-165,584;75;-9;A;America/Anchorage
1368;VAY;South Jersey Regional Airport;39,9428889;-74,84575;53;-5;A;America/New_York
1369;VBG;Vandenberg Afb;34,737333;-120,584306;369;-8;A;America/Los_Angeles
1370;VCT;Victoria Regional Airport;28,8526;-96,9185;115;-6;A;America/Chicago
1371;VCV;Southern California Logistics;34,597453;-117,382997;2885;-8;A;America/Los_Angeles
1372;VDF;Tampa Executive Airport;28,0139772;-82,3452778;22;-5;A;America/New_York
1373;VDZ;Valdez Pioneer Fld;61,133949;-146,248342;118;-9;A;America/Anchorage
1374;VEE;Venetie Airport;67,008611;-146,366389;574;-9;A;America/Anchorage
1375;VEL;Vernal Regional Airport;40,440833;-109,51;5278;-7;A;America/Denver
1376;VGT;North Las Vegas Airport;36,2106944;-115,1944444;2205;-8;U;America/Los_Angeles
1377;VIS;Visalia Municipal Airport;36,318611;-119,392778;295;-8;A;America/Los_Angeles
1378;VLD;Valdosta Regional Airport;30,7825;-83,2767;203;-5;A;America/New_York
1379;VNW;Van Wert County Airport;40,8638295;-84,606358;787;-5;A;America/New_York
1380;VNY;Van Nuys;34,209811;-118,489972;802;-8;A;America/Los_Angeles
1381;VOK;Volk Fld;43,938956;-90,253433;912;-6;A;America/Chicago
1382;VPC;Cartersville Airport;34,1231475;-84,8487067;759;-5;A;America/New_York
1383;VPS;Eglin Afb;30,48325;-86,5254;87;-6;A;America/Chicago
1384;VRB;Vero Beach Muni;27,655556;-80,417944;24;-5;A;America/New_York
1385;VSF;Hartness State;43,343333;-72,517222;577;-5;A;America/New_York
1386;VYS;Illinois Valley Regional;41,351944;-89,153056;654;-6;A;America/Chicago
1387;W04;Ocean Shores Municipal;46,5995;-124,0854;15;-8;A;America/Los_Angeles
1388;W13;Eagle's Nest Airport;38,076944;-78,944167;1437;-5;A;America/New_York
1389;WAA;Wales Airport;65,6225;-168,095;22;-9;A;America/Anchorage
1390;WAL;Wallops Flight Facility;37,940194;-75,466389;40;-5;A;America/New_York
1391;WAS;All Airports;38,889444;-77,035278;25;-5;A;America/New_York
1392;WBB;Stebbins Airport;63,515833;-162,278056;14;-9;A;America/Anchorage
1393;WBQ;Beaver Airport;66,362222;-147,406667;359;-9;A;America/Anchorage
1394;WBU;Boulder Municipal;40,039444;-105,225833;5288;-7;A;America/Denver
1395;WBW;Wilkes-Barre Wyoming Valley Airport;41,2973074;-75,8522405;543;-5;A;America/New_York
1396;WDR;Barrow County Airport;33,9828611;-83,6674167;943;-5;A;America/New_York
1397;WFB;Ketchikan harbor Seaplane Base;55,344444;-131,663333;0;-9;A;America/Anchorage
1398;WFK;Northern Aroostook Regional Airport;47,285556;-68,312778;988;-5;A;America/New_York
1399;WHD;Hyder Seaplane Base;55,903333;-130,006667;0;-8;A;America/Vancouver
1400;WHP;Whiteman Airport;34,2593253;-118,4134331;1003;-8;A;America/Los_Angeles
1401;WIH;Wishram Amtrak Station;45,6576;-120,9664;1;-8;A;America/Los_Angeles
1402;WKK;Aleknagik Airport;59,2826;-158,618;66;-9;A;America/Anchorage
1403;WKL;Waikoloa Heliport;19,9136;-155,864;109;-10;N;Pacific/Honolulu
1404;WLK;Selawik Airport;66,6;-159,985833;17;-9;A;America/Anchorage
1405;WMO;White Mountain Airport;64,689167;-163,412778;267;-9;A;America/Anchorage
1406;WRB;Robins Afb;32,640144;-83,59185;294;-5;A;America/New_York
1407;WRG;Wrangell Airport;56,4843;-132,37;44;-9;A;America/Anchorage
1408;WRI;Mc Guire Afb;40,015556;-74,591667;131;-5;A;America/New_York
1409;WRL;Worland Municipal Airport;43,9657;-107,951;4227;-7;A;America/Denver
1410;WSD;Condron Aaf;32,341484;-106,40277;3934;-7;A;America/Denver
1411;WSJ;San Juan - Uganik Seaplane Base;57,730278;-153,320556;0;-9;A;America/Anchorage
1412;WSN;South Naknek Airport;58,702222;-157,0025;162;-9;A;America/Anchorage
1413;WST;Westerly State Airport;41,349722;-71,803333;81;-5;A;America/New_York
1414;WSX;Westsound Seaplane Base;48,617778;-122,952778;0;-8;A;America/Los_Angeles
1415;WTK;Noatak Airport;67,5661;-162,975;88;-9;A;America/Anchorage
1416;WTL;Tuntutuliak Airport;60,335278;-162,666944;16;-9;A;America/Anchorage
1417;WWD;Cape May Co;39,008507;-74,908275;23;-5;A;America/New_York
1418;WWP;North Whale Seaplane Base;56,116389;-133,121667;0;-9;A;America/Anchorage
1419;WWT;Newtok Airport;60,939167;-164,641111;25;-9;U;America/Anchorage
1420;WYS;Yellowstone Airport;44,688333;-111,1175;6644;-7;A;America/Denver
1421;X01;Everglades Airpark;25,8488611;-81,3902778;5;-5;U;America/New_York
1422;X04;Apopka;28,707222;-81,581667;143;-5;A;America/New_York
1423;X07;Lake Wales Municipal Airport;27,8938056;-81,6203889;127;-5;A;America/New_York
1424;X21;Arthur Dunn Airpark;28,622552;-80,83541;30;-5;A;America/New_York
1425;X26;Sebastian Municipal;27,81325;-80,4955833;21;-5;A;America/New_York
1426;X39;Tampa North Aero Park;28,221278;-82,374555;68;-5;A;America/New_York
1427;X49;South Lakeland Airport;27,9333581;-82,0439739;110;-5;A;America/New_York
1428;X59;Valkaria Municipal;27,9608611;-80,5583333;26;-5;A;America/New_York
1429;XFL;Flagler County Airport;29,2821;-81,1212;33;-5;A;America/New_York
1430;XNA;NW Arkansas Regional;36,2818694;-94,3068111;1287;-6;A;America/Chicago
1431;XZK;Amherst Amtrak Station AMM;42,375;-72,511389;258;-5;A;America/New_York
1432;Y51;Municipal Airport;43,5793603;-90,8964742;1292;-6;A;America/Chicago
1433;Y72;Bloyer Field;43,9762222;-90,4806111;966;-6;A;America/Chicago
1434;YAK;Yakutat;59,3012;-139,3937;33;-9;A;\N
1435;YIP;Willow Run;42,237928;-83,530408;716;-5;A;America/New_York
1436;YKM;Yakima Air Terminal McAllister Field;46,5682;-120,544;1095;-8;A;America/Los_Angeles
1437;YKN;Chan Gurney;42,8711;-97,3969;1200;-6;A;America/Chicago
1438;YNG;Youngstown Warren Rgnl;41,260736;-80,679097;1196;-5;A;America/New_York
1439;YUM;Yuma Mcas Yuma Intl;32,656578;-114,60598;216;-7;N;America/Phoenix
1440;Z84;Clear;64,301203;-149,120144;552;-9;A;America/Anchorage
1441;ZBP;Penn Station;39,307222;-76,615556;66;-5;A;America/New_York
1442;ZFV;Philadelphia 30th St Station;39,9557;-75,182;0;-5;A;America/New_York
1443;ZPH;Municipal Airport;28,228056;-82,155833;90;-5;A;America/New_York
1444;ZRA;Atlantic City Rail Terminal;39,3665;-74,442;8;-5;A;America/New_York
1445;ZRD;Train Station;37,5343;-77,42945;26;-5;A;America/New_York
1446;ZRP;Newark Penn Station;40,734722;-74,164167;0;-5;A;America/New_York
1447;ZRT;Hartford Union Station;41,76888;-72,6815;0;-5;A;America/New_York
1448;ZRZ;New Carrollton Rail Station;38,948;-76,8719;39;-5;A;America/New_York
1449;ZSF;Springfield Amtrak Station;42,106;-72,593054;65;-5;A;America/New_York
1450;ZSY;Scottsdale Airport;33,6228889;-111,9105278;1519;-7;A;America/Phoenix
1451;ZTF;Stamford Amtrak Station;41,046937;-73,541493;0;-5;A;America/New_York
1452;ZTY;Boston Back Bay Station;42,3478;-71,075;20;-5;A;America/New_York
1453;ZUN;Black Rock;35,083228;-108,791778;6454;-7;A;America/Denver
1454;ZVE;New Haven Rail Station;41,298669;-72,925992;7;-5;A;America/New_York
1455;ZWI;Wilmington Amtrak Station;39,736667;-75,551667;0;-5;A;America/New_York
1456;ZWU;Washington Union Station;38,89746;-77,00643;76;-5;A;America/New_York
1457;ZYP;Penn Station;40,7505;-73,9935;35;-5;A;America/New_York
